strain,sex,animal_id,WBC,RBC,mHGB,HCT,MCV,MCH,MCHC,CHCM,RDW,HDW,NEUT,LYM,MONO,EOS,LUC,BASO,Retic,cHGB,PLT,MPV,Fib,PT,PTT
BTBR T<+> Itpr3<tf>/J,f,2282F05,5.85,8.14,13.8,37.6,46.2,16.9,36.6,34.9,15.5,2.89,10.5,85.1,1.3,1.4,0.8,0.9,4.9,13.1,1420,5.3,103,10.2,29.2
BTBR T<+> Itpr3<tf>/J,f,2282F06,7.83,8.53,14.3,38.5,45.1,16.7,37.1,35,15,2.77,13.2,82.9,1.1,0.8,1.2,0.9,5,13.5,1510,5.3,231,10.3,
BTBR T<+> Itpr3<tf>/J,f,2282F07,6.41,8.13,14,37.3,45.9,17.2,37.5,34.9,14.8,2.72,8.6,84.1,1.1,4.8,0.7,0.6,5.4,13,1180,6.5,225,9.26,24.9
BTBR T<+> Itpr3<tf>/J,f,2282F08,4.9,8.02,13.2,36.6,45.6,16.4,36,34.8,16.5,3.16,10.8,81.2,2.2,1.9,,1.1,,12.7,1580,6,282,8.55,20.5
BTBR T<+> Itpr3<tf>/J,f,2282F09,6.5,8.19,13.9,39.5,48.2,17,35.3,34.6,16.8,2.41,6.7,87.4,0.9,1.8,0.6,2.5,4.8,13.7,2050,9.6,224,9.95,20.5
BTBR T<+> Itpr3<tf>/J,f,2282F10,6.89,9,14.1,40.7,45.3,15.7,34.6,35.4,14.7,2.15,10.2,84.1,0.9,1.7,0.9,2.1,2.9,14.4,1730,6.4,232,9.98,20.1
BTBR T<+> Itpr3<tf>/J,f,2282F11,,,,,,,,,,,,,,,,,,,,,217,9.08,18.2
BTBR T<+> Itpr3<tf>/J,f,2282F13,,,,,,,,,,,,,,,,,,,,,227,9.9,20.2
BTBR T<+> Itpr3<tf>/J,m,2282M01,12.4,8.81,13.9,39.6,44.9,15.8,35.1,34.5,14.6,2.84,20.7,72.5,1.5,1.9,2.8,0.6,3.2,13.6,1800,4.8,320,9.35,20
BTBR T<+> Itpr3<tf>/J,m,2282M02,9.23,9.47,14.8,42.3,44.7,15.7,35.1,33.6,13.2,2.43,10.2,84,2.1,1.6,1.8,0.3,2.3,14.2,1560,4.8,247,9.96,20.3
BTBR T<+> Itpr3<tf>/J,m,2282M03,8.6,8.88,14.3,41,46.2,16.1,34.9,33.9,14.6,2.55,10.2,85,1.5,1.5,1.6,0.2,4,13.9,1560,5,,,
BTBR T<+> Itpr3<tf>/J,m,2282M04,13.7,8.24,12.8,36.7,44.6,15.5,34.8,34.2,14,2.49,23.9,71.6,1.5,1.1,1.5,0.4,4.1,12.6,1370,4.9,360,9.72,19.8
BTBR T<+> Itpr3<tf>/J,m,2282M05,11.2,9.23,14.5,41,44.4,15.7,35.5,34.5,13.4,2.37,16.6,77.5,1.6,2,1.8,0.5,2.1,14.1,1620,4.7,293,9.65,20.1
BTBR T<+> Itpr3<tf>/J,m,2282M06,8.77,8.35,14,37.5,44.9,16.8,37.4,33,14.6,2.48,17.4,75.9,3.8,1.8,0.9,0.3,4.9,12.4,1260,8.7,243,10.2,20.1
BTBR T<+> Itpr3<tf>/J,m,2282M07,7.26,7.79,13.5,34.8,44.6,17.3,38.7,33.6,17,3.41,13.3,77.2,1.4,,1.3,1.1,,11.7,1310,14.9,200,10.9,
BTBR T<+> Itpr3<tf>/J,m,2282M08,7.44,9.47,14.8,42.9,45.3,15.7,34.5,35,14.6,2.04,12.3,82,1.3,1.7,1.1,1.6,2.2,15,1560,6,253,9.62,20.5
BTBR T<+> Itpr3<tf>/J,m,2282M09,9.5,9.62,15.3,45.8,47.6,15.9,33.4,33.5,15.4,2.11,10.3,83.9,1.5,1.1,1.2,2,2.2,15.4,1580,7.2,,13.5,
BTBR T<+> Itpr3<tf>/J,m,2282M10,8.61,9.04,14.6,42.1,46.6,16.2,34.8,34.9,16.5,2.31,13.8,80.1,1.1,1.4,1.1,2.5,2.9,14.7,1520,6.3,281,9.84,18.9
BTBR T<+> Itpr3<tf>/J,m,2282M11,,,,,,,,,,,,,,,,,,,,,136,10.4,22.1
BTBR T<+> Itpr3<tf>/J,m,2282M12,,,,,,,,,,,,,,,,,,,,,153,9.37,29.6
BTBR T<+> Itpr3<tf>/J,m,2282M81,,,,,,,,,,,,,,,,,,,,,113,9.55,27
BUB/BnJ,f,0653F01,9.3,9.11,16,44.6,49,17.6,35.9,32,15.2,2.23,9.6,84.1,0.6,5.2,0.5,5.5,3.9,14.3,1290,14.1,,9.58,20.5
BUB/BnJ,f,0653F02,7.72,9.01,16,43.8,48.7,17.7,36.4,32,13.8,2.06,10.2,79.1,0.4,10,0.4,5.1,2.7,14,1450,14.7,,9.59,21.1
BUB/BnJ,f,0653F03,6.7,8.96,15.6,43.5,48.6,17.5,35.9,32.2,14.9,2.13,9.4,82.3,0.4,7.3,0.5,6.2,4.2,14,1430,14,,9.56,21.5
BUB/BnJ,f,0653F04,6.55,8.79,16.4,44.8,50.9,18.6,36.5,31.3,15.1,2.23,10.5,85.2,0.6,3.2,0.5,5.4,5.1,14,1610,19,402,9.46,20.5
BUB/BnJ,f,0653F05,10.4,8.78,15.5,43.9,50,17.6,35.3,33.2,15.6,1.98,9.5,86.2,0.6,3,0.7,5.3,1.1,14.6,991,5.4,,10.6,
BUB/BnJ,f,0653F06,7.41,8.78,15.9,46.1,52.5,18.2,34.6,32.2,17.5,2.11,6.1,83.7,0.8,4.1,0.7,4.6,2.2,14.9,870,9.9,96.8,10.7,23.8
BUB/BnJ,f,0653F07,4.63,8.79,15.1,43.6,49.5,17.1,34.6,32.8,16.7,2.15,22.3,67.3,1.2,3.3,1.5,4.3,2.6,14.3,1150,5.7,235,9.75,20.6
BUB/BnJ,f,0653F08,10.3,8.69,15.9,45.8,52.7,18.3,34.7,32.1,16.9,2.16,9.3,80,0.4,5.2,0.5,4.6,1.9,14.7,913,10.1,,10.1,20.3
BUB/BnJ,f,0653F09,5.86,9.25,16.2,47.1,50.9,17.5,34.5,32.7,15.7,2.47,11.8,83.1,0.3,4.3,0.5,4.4,3.4,15.4,936,8.6,204,9.83,20.9
BUB/BnJ,f,0653F10,6.26,8.98,16.5,45.9,51.1,18.4,36.1,31.8,15.5,1.99,11.6,82.9,0.4,5,0.2,5.5,2.2,14.6,1530,14.5,,,
BUB/BnJ,f,0653F11,,,,,,,,,,,,,,,,,,,,,216,11.3,28.7
BUB/BnJ,f,0653F12,10.9,8.85,15.1,42.5,48,17.1,35.5,34.2,14.8,2.27,7,89.5,0.6,1.6,0.8,0.4,2.7,14.5,834,4.2,,9.81,22.9
BUB/BnJ,f,0653F13,3.76,9.02,15,43,47.7,16.6,34.9,33.7,16.8,2.26,26.4,67.9,1.1,1.8,2.2,0.6,1.1,14.5,680,4.5,199,9.28,23.2
BUB/BnJ,f,0653F14,10.6,9.01,15.5,43.3,48,17.2,35.8,34.3,14.8,2.38,9.9,87.4,0.5,1.3,0.6,0.3,3.3,14.9,861,5.1,179,9.4,20.9
BUB/BnJ,f,0653F15,8.14,9.2,15.8,43.6,47.4,17.1,36.2,34.5,14.7,2.41,8.5,88,0.8,1.9,0.4,0.3,2.5,15.1,623,4.9,223,9.51,20.5
BUB/BnJ,m,0653M01,8.55,8.71,14.7,41.4,47.5,16.8,35.4,33.4,15,2.36,11.9,80.5,0.4,2,0.6,4.6,3,13.8,1300,13,315,9.47,21.1
BUB/BnJ,m,0653M02,6.45,9.08,14.4,42.7,47.1,15.9,33.7,35.8,15.6,2.77,18.9,72,0.8,3.3,1.5,3.5,5.4,15.3,822,6,111,10.8,25.5
BUB/BnJ,m,0653M03,7.88,8.25,14.2,43.3,52.5,17.2,32.8,35.2,19.7,2.91,13.9,81.7,1.1,2.4,0.9,5.2,11.6,15.3,1070,6.3,349,9.34,20.3
BUB/BnJ,m,0653M04,12.6,9.3,14.9,45.1,48.5,16,33,35.6,17.4,3.2,10.7,81.8,0.8,6,0.6,4.9,5.7,16,1160,6.1,,,25.6
BUB/BnJ,m,0653M05,7.53,9.48,15.2,45.2,47.7,16.1,33.7,35.7,15.8,2.36,12.3,77.5,0.9,5.3,0.8,3.1,4.5,16.2,966,5.9,309,9.85,22.6
BUB/BnJ,m,0653M06,,,,,,,,,,,,,,,,,,,,,298,9.62,23.9
BUB/BnJ,m,0653M07,13,9.63,15.5,47,48.7,16.1,33.1,35.1,16.2,2.42,7,85.2,0.9,3.3,0.8,2.8,5.5,16.5,1080,6.1,301,9.46,21.2
BUB/BnJ,m,0653M08,12.4,9.12,14.8,43.9,48.1,16.2,33.7,35.8,17,2.94,7.8,85.2,0.8,2.5,0.6,3.1,7.2,15.7,1260,6,290,9.92,22.2
BUB/BnJ,m,0653M09,6.22,9.33,14.9,45.7,49,16,32.7,34.9,17.4,2.72,17.1,72.6,0.8,5.5,1.3,2.7,9.3,16,1130,6.8,265,9.54,23.2
BUB/BnJ,m,0653M10,,,,,,,,,,,,,,,,,,,,,236,9.13,22.6
BUB/BnJ,m,0653M11,5.11,8.73,15.4,40.4,46.3,17.7,38.2,31.5,14.1,2.13,28,54.6,0.8,12.2,1,3.4,3.7,12.7,1690,21.9,,,
BUB/BnJ,m,0653M12,4.71,9.47,16.5,44.7,47.2,17.4,36.9,31.1,14.6,2.2,18.2,67.3,0.8,9.9,1,2.7,4.2,13.9,1810,21.1,,,
BUB/BnJ,m,0653M21,,,,,,,,,,,,,,,,,,,,,250,10.6,
C3H/HeJ,f,0659F01,5.51,8.12,13.7,42,51.7,16.9,32.7,34.5,18.2,2.65,12.6,81.5,1.4,1.6,0.5,2.5,5.3,14.5,1000,6.4,226,9.69,21.6
C3H/HeJ,f,0659F02,5.92,9.07,14.8,44.9,49.5,16.3,33,35.2,17.7,3.06,16.4,78.8,1.6,2.6,0.5,5.9,9.1,15.8,943,6.5,243,9.74,21.7
C3H/HeJ,f,0659F03,7.71,9.33,15.3,46.1,49.4,16.3,33.1,35.2,17.9,3.06,14.2,81.6,1.6,2,0.6,4.8,8.1,16.2,680,7.1,151,10.5,26.2
C3H/HeJ,f,0659F04,4.98,7.87,12.8,38.5,49,16.3,33.3,35.3,17.9,3.29,11.5,82.9,1.7,3.3,0.5,6.8,8.3,13.6,1060,7.7,271,9.86,21
C3H/HeJ,f,0659F05,6.57,9.14,14.9,46.1,50.4,16.3,32.4,34.4,17.7,2.84,18.1,73.3,1.4,3.1,0.5,3.7,9.2,15.8,1100,6.9,244,9.77,21.2
C3H/HeJ,f,0659F06,5.09,9.42,15.4,47.9,50.9,16.3,32.1,34.3,17.5,2.95,15.8,77.1,1.2,2.2,0.5,3.2,8.9,16.4,805,7,256,9.87,22
C3H/HeJ,f,0659F07,4.71,8.83,14.7,44.6,50.5,16.7,33,34.9,18.1,3.04,18.5,72.9,1.6,1.7,0.6,4.7,9,15.6,1010,6.2,208,9.57,21.9
C3H/HeJ,f,0659F08,5.05,9.04,14.6,44.3,49,16.1,32.9,35.5,18.5,4.02,18.8,77.9,0.9,1.9,0.4,5.6,5.2,15.7,920,7.3,217,10.2,22.9
C3H/HeJ,f,0659F09,4.89,9.4,15.5,47.5,50.5,16.5,32.6,34.7,17.2,2.98,17.4,73.9,1.8,3.1,0.5,3.4,9,16.5,943,6.2,236,10.5,21
C3H/HeJ,f,0659F10,5.76,9.42,15.2,46.2,49,16.1,32.9,35.8,17.7,3.34,16.1,79.4,1.2,2.8,0.5,6.7,6.9,16.5,810,6.4,194,9.98,22.6
C3H/HeJ,m,0659M01,2.43,7.4,12.8,34.6,46.7,17.3,37,33,18,3.6,26.7,64.1,1,8,0.2,6.5,3.3,11.4,711,8.5,234,11.2,26.2
C3H/HeJ,m,0659M02,7.92,9.55,15.3,45,47.1,16,34,32.7,14.4,1.96,18.5,73.3,2,1.8,0.5,3.8,2.5,14.7,993,7.5,255,10.8,21.7
C3H/HeJ,m,0659M03,2.89,9.51,15.6,44.4,46.7,16.4,35.1,32.8,15.2,2.1,25.5,68.3,1.7,4.2,0.3,5,2.7,14.6,927,7.3,221,10.8,24.3
C3H/HeJ,m,0659M04,6.77,9.7,15.7,45.8,47.2,16.2,34.2,32.5,14.7,2.13,18.2,75.6,1.9,3.9,0.4,5.1,2.6,14.9,1130,8,,,
C3H/HeJ,m,0659M05,5.85,8.84,14.6,41.6,47.1,16.5,35,32.1,14.9,2.27,21.2,72.2,2.1,4,0.5,5.2,3,13.4,2000,9.5,197,11.3,26.1
C3H/HeJ,m,0659M06,3.74,8.99,14.4,42,46.7,16,34.2,32.8,15.5,2.45,26.6,68.4,1.3,3.5,0.2,5,2.9,13.8,1040,8.2,135,11.6,23.3
C3H/HeJ,m,0659M07,5.16,9.68,15.5,44.9,46.4,16.1,34.6,32.5,15,2.5,28.9,61.4,2,3.5,0.3,3.9,2.7,14.6,1140,9.3,180,11.9,24.7
C3H/HeJ,m,0659M08,6.98,10.1,16.2,47,46.6,16,34.4,32.6,13.9,1.87,22.3,68.9,3.6,3.2,0.4,1.7,2.2,15.3,1190,5.7,332,10.2,21.7
C3H/HeJ,m,0659M09,7.38,9.73,15.9,45.4,46.7,16.3,34.9,32.5,14.7,2.2,25.1,69.6,2.1,2.9,0.4,5.1,2.7,14.8,1200,11.3,235,10.6,27.9
C3H/HeJ,m,0659M10,5.75,9.84,15.6,46.2,47,15.8,33.7,32.2,14.4,2.04,21.7,68.7,2.2,3.7,0.4,3.2,3,14.9,896,9.9,147,11.1,25.1
C3H/HeJ,m,0659M12,,,,,,,,,,,,,,,,,,,,,291,10.8,20.8
C3H/HeJ,m,0659M13,,,,,,,,,,,,,,,,,,,,,233,10.6,23.6
C57BL/10J,f,0665F01,3.39,9.5,14.4,42.3,44.5,15.1,34,32.1,16.5,2.5,21.8,61.9,2.4,11.5,1.2,1.2,4,13.6,1300,5.1,196,9.88,22.1
C57BL/10J,f,0665F04,,,,,,,,,,,,,,,,,,,,,130,10.3,29.1
C57BL/10J,f,0665F05,4.13,8.94,14.5,39.8,44.5,16.2,36.3,32.1,15.2,2.51,20.4,58.5,0.6,17.6,2,0.9,3.6,12.8,387,5.8,,10.9,27.5
C57BL/10J,f,0665F07,5.45,9.56,14,46.1,48.3,14.6,30.3,29.4,14.8,2.08,7,68.7,2.1,,1.7,0.5,3.6,13.5,516,5.8,149,11.2,25
C57BL/10J,f,0665F08,,,,,,,,,,,,,,,,,,,,,,12,
C57BL/10J,f,0665F09,5.87,9.15,14.4,39.5,43.2,15.7,36.5,33.5,15.6,2.57,6.9,84.9,1.2,3.8,2.4,0.8,3,13.2,636,5,91.8,13.4,28
C57BL/10J,f,0665F10,,,,,,,,,,,,,,,,,,,,,139,11.1,25.3
C57BL/10J,f,0665F11,7,10.9,14,40.2,43.3,15.1,34.9,33.3,14.8,1.71,7.4,85.9,,,2,,2.8,15.2,1010,4.9,,,
C57BL/10J,f,0665F12,11.6,9.69,,41.8,43.1,14.9,34.6,,14.3,,6.8,88.5,0.8,2,1.8,3,3.7,13.8,902,9.7,203,10.4,22.9
C57BL/10J,f,0665F13,9.75,9.49,15,41.2,43.4,15.8,36.4,32.8,14.4,2.45,4.6,85,0.9,8.3,0.8,0.3,6.6,13.5,880,5.2,189,9.88,22.9
C57BL/10J,f,0665F15,,,,,,,,,,,,,,,,,,,,,190,9.71,21.7
C57BL/10J,f,0665F20,,,,,,,,,,,,,,,,,,,,,149,,20.5
C57BL/10J,f,0665F21,,10.9,16,48.7,44.6,14.7,32.9,31.2,13.3,1.71,7.2,84.5,,,0.4,2.3,2.2,15.2,711,,,,24.8
C57BL/10J,f,0665F22,10.4,,15.7,46.4,44.5,15.1,33.9,,,,6,83.1,0.8,6.2,0.8,3,2.8,14.3,887,9.7,,,
C57BL/10J,f,0665F30,10.2,10.1,15.4,49.5,49,15.2,31.1,28.5,14.8,2.04,5.4,88.9,1.8,2.7,0.8,0.4,6,14.1,642,4.9,163,,
C57BL/10J,f,0665F31,10,9.46,14.7,46.4,49.1,15.6,31.8,28.8,14.8,2.04,7.4,86.4,1.3,3.6,0.9,0.4,4.6,13.3,750,4.9,,,
C57BL/10J,f,0665F32,9.77,9.84,15,47.3,48.1,15.2,31.6,28.9,15.1,2.03,5.9,87.9,1.5,3.7,0.8,0.2,5,13.7,989,6.1,,,
C57BL/10J,f,0665F33,11.7,9.7,14.7,46.5,48,15.2,31.6,28.5,14.2,2.05,4.8,91,1.5,1.8,0.7,0.3,5.1,13.2,956,6,,,
C57BL/10J,f,0665F42,8.51,9.97,14.5,40.8,40.9,14.6,35.6,34.2,14.1,2.3,6,77.7,1.6,13.4,0.4,0.9,2.3,14,597,4,,,
C57BL/10J,f,0665F43,14.4,11,15.4,43.5,39.7,14,35.3,33.6,14.4,2.29,7.9,81.3,1.1,8.5,0.7,0.5,2.5,14.6,448,4.6,,,
C57BL/10J,f,0665F44,13,10.1,14.9,42.4,41.8,14.7,35.2,33.9,13.8,2.24,7.6,87.4,1.4,2.3,0.8,0.5,2.5,14.4,544,4.2,,,
C57BL/10J,f,0665F45,9.67,9.76,14.2,40.9,41.9,14.6,34.8,33.5,14.1,2.22,6.1,87.9,1.5,3.2,0.9,0.4,2.6,13.7,579,4.2,,,
C57BL/10J,f,0665F46,10,9.64,14.3,40.4,42,14.8,35.3,32.8,13.6,2.24,8.3,81.8,1.7,6.9,0.9,0.4,2.5,13.3,696,7.3,,,
C57BL/10J,f,0665F47,9.22,9.98,14.9,41.9,41.9,14.9,35.5,33.3,13.6,2.22,6.1,88.3,1.3,3,1.1,0.3,2.1,14,678,4.3,,,
C57BL/10J,f,0665F48,13,10,15,42.8,42.7,14.9,35,32.9,14,2.11,8.4,82.2,1.3,7,0.7,0.5,3,14.1,681,4.5,,,
C57BL/10J,f,0665F49,10.2,9.34,13.5,37.6,40.3,14.4,35.8,34.7,13.1,2.24,5.6,86.1,1.9,4.9,0.6,0.9,2.1,13.1,678,4,,,
C57BL/10J,m,0665M01,11.2,9.36,13.6,40.6,43.4,14.5,33.5,33.9,14.3,2.15,6.7,88.2,1.5,2.5,1.1,4.6,2.7,13.7,1640,6.1,238,9.92,24.7
C57BL/10J,m,0665M02,12.9,9.99,14,43.8,43.8,14,32,33.8,13.8,2.06,5.2,85.6,1.3,2.2,1,4.6,3.2,14.8,1060,6.4,244,10.1,25.9
C57BL/10J,m,0665M03,,8.7,12.5,36.8,42.3,14.3,33.8,34,13,2.11,4.2,78.8,0.7,,0.5,3.4,2.8,12.5,947,6.3,,,
C57BL/10J,m,0665M04,10.1,10.6,14.8,46.5,44.1,14.1,31.9,33,13.6,1.9,6.3,86,1.4,2.7,1.3,2.2,3.3,15.4,793,6.2,,10.3,
C57BL/10J,m,0665M05,12.3,10.6,14.6,46.7,44.2,13.9,31.3,32.6,13.6,1.92,5.9,87.1,1,2.2,1,2.8,2.7,15.2,1180,6.2,,11,
C57BL/10J,m,0665M06,12.1,11.1,15.7,49.9,45.1,14.2,31.5,32.5,14.3,1.97,5.5,87.8,1.4,1.8,1.2,2.2,2,16.2,997,6.2,253,10.1,22.9
C57BL/10J,m,0665M07,9.55,8.37,10.5,36.6,43.7,12.6,28.8,33.8,13.8,2.13,7.6,81.2,1.2,9.1,0.9,4.3,3.6,12.4,1160,6.5,176,9.85,22.6
C57BL/10J,m,0665M08,7.28,10.1,14.2,44.1,43.5,14,32.3,33.8,13.7,2.1,9.2,81.9,1.4,2.6,0.8,4,3.1,14.9,994,6.2,248,10,21.9
C57BL/10J,m,0665M09,10.4,10.3,14.5,44.8,43.7,14.1,32.3,34,13.6,2.08,6.3,84.5,1.2,2.4,1.2,4.5,3,15.2,877,6.1,,10.6,34.9
C57BL/10J,m,0665M10,12.6,9.75,14.1,42,43.1,14.5,33.5,34.1,13.7,2.09,5.8,89.9,1.1,2.1,1.1,4.6,3,14.3,1480,6.2,310,9.59,22.2
C57BL/10J,m,0665M20,,,,,,,,,,,,,,,,,,,,,269,,23.2
C57BL/10J,m,0665M21,,,,,,,,,,,,,,,,,,,,,295,,23.7
C57BL/10J,m,0665M22,,,,,,,,,,,,,,,,,,,,,142,,21.8
C57BL/10J,m,0665M23,,,,,,,,,,,,,,,,,,,,,108,,22.6
C57BL/10J,m,0665M60,12.7,10.9,15.8,44.1,40.6,14.6,35.9,32.9,14.5,2.78,8.9,79.5,1.5,6.4,0.5,3.2,2.6,14.5,1300,9.2,,,
C57BL/10J,m,0665M61,9,10.4,16,43.5,42,15.4,36.7,32.3,13.4,2.24,7,81.8,2.6,6.8,0.7,1.2,2.6,14.1,966,8,,,
C57BL/10J,m,0665M62,15,11,15.9,45,40.8,14.4,35.4,33.2,13,1.97,4.8,89.8,1.3,2.6,0.6,0.9,1.8,15,1020,4,,,
C57BL/10J,m,0665M63,14.6,9.95,14.2,41.2,41.4,14.3,34.4,33.4,13.4,2.12,6.1,82.7,1.7,7.8,0.4,1.3,2.1,13.8,843,4.1,,,
C57BL/10J,m,0665M64,12.3,10.1,14.3,41.9,41.5,14.2,34.2,33,13.4,2.11,8.4,84.2,1.9,3.3,0.8,1.4,2.4,13.8,872,4.1,,,
C57BL/10J,m,0665MG3,,,,,,,,,,,,,,,,,,,,,,10.8,26.4
C57BL/6J,f,03F01C,,,,,,,,,,,,,,,,,2.8,,,,,,
C57BL/6J,f,03F01CW,,,,,,,,,,,,,,,,,2.8,,,,,,
C57BL/6J,f,03F02C,,,,,,,,,,,,,,,,,5,,,,,,
C57BL/6J,f,03F02CW,,,,,,,,,,,,,,,,,2.3,,,,,,
C57BL/6J,f,03F03C,,,,,,,,,,,,,,,,,5,,,,,,
C57BL/6J,f,03F03CW,,,,,,,,,,,,,,,,,2.8,,,,,,
C57BL/6J,f,03F04C,,,,,,,,,,,,,,,,,3.8,,,,,,
C57BL/6J,f,03F04CW,,,,,,,,,,,,,,,,,2.2,,,,,,
C57BL/6J,f,03F05C,,,,,,,,,,,,,,,,,3.7,,,,,,
C57BL/6J,f,03F05CW,,,,,,,,,,,,,,,,,3.5,,,,,,
C57BL/6J,f,03F06CW,,,,,,,,,,,,,,,,,3.4,,,,,,
C57BL/6J,f,03F07CW,,,,,,,,,,,,,,,,,3,,,,,,
C57BL/6J,f,03F08CW,,,,,,,,,,,,,,,,,2.7,,,,,,
C57BL/6J,f,03F09CW,,,,,,,,,,,,,,,,,2.6,,,,,,
C57BL/6J,f,03F10CW,,,,,,,,,,,,,,,,,3.3,,,,,,
C57BL/6J,f,03F11CW,,,,,,,,,,,,,,,,,3,,,,,,
C57BL/6J,f,03F12CW,,,,,,,,,,,,,,,,,3.7,,,,,,
C57BL/6J,f,03F13CW,,,,,,,,,,,,,,,,,4.2,,,,,,
C57BL/6J,f,03F14CW,,,,,,,,,,,,,,,,,4.4,,,,,,
C57BL/6J,f,03F15CW,,,,,,,,,,,,,,,,,2.7,,,,,,
C57BL/6J,f,0664F01,9.17,8.72,14.1,42.6,48.8,16.2,33.2,30.9,16.7,2.53,5,87.4,0.9,3.5,0.5,2.7,,13.2,1420,8.5,165,9.4,23.3
C57BL/6J,f,0664F02,6.69,7.83,12.7,38.5,49.2,16.2,32.9,31.9,17.8,2.65,4.9,88.3,0.5,2.2,0.7,3.4,,12.3,1270,5.9,133,9.6,24.7
C57BL/6J,f,0664F03,10.1,9.98,15.7,44.9,45,15.7,34.9,33.6,14.6,2.28,6.2,87.4,0.8,3.6,0.9,1.2,,15.1,937,4,224,10.6,25.7
C57BL/6J,f,0664F04,7.49,9.51,14.8,42,44.1,15.6,35.3,34.1,14.4,2.32,6.4,88.3,0.8,2.3,0.5,1.7,,14.3,947,3.9,248,9.54,23
C57BL/6J,f,0664F05,10.2,9.56,15.3,43.5,45.5,16,35.1,33.8,14.2,2.11,7.1,86.7,0.9,3.2,0.8,1.3,,14.7,843,4,171,11.1,27.6
C57BL/6J,f,0664F06,7.6,10.2,16.2,48.8,47.6,15.8,33.2,31.1,16.2,2.51,5.5,90.3,0.9,2.5,0.4,0.3,,15.2,1060,9,137,10.1,22.3
C57BL/6J,f,0664F07,6.96,8.64,13.8,41,47.5,16,33.7,31.4,16.4,2.51,5,91.2,0.8,1.9,0.8,0.3,,12.9,1530,8.7,132,10.8,26
C57BL/6J,f,0664F08,7.16,9.68,15.7,46,47.5,16.2,34.2,31.8,15.9,2.3,5.8,87.5,0.5,5.6,0.3,0.3,,14.6,1250,12.1,147,9.95,21.4
C57BL/6J,f,0664F09,8.4,8.7,14.1,43,49.4,16.2,32.8,30.2,15.3,2.15,,,,0,0.3,0.2,,13,1250,5.1,172,9.96,21
C57BL/6J,f,0664F10,6.83,9.27,14.9,44,47.5,16,33.8,31.4,15.7,2.24,6.9,88.8,1.1,2.3,0.8,0.2,,13.8,1000,7.7,211,10.4,21.5
C57BL/6J,f,0664F11,7.52,8.95,14.6,42.8,47.8,16.4,34.2,31.6,15.9,2.41,6.7,89.1,0.7,2.6,0.6,0.2,,13.5,1290,8.2,160,10.6,21.6
C57BL/6J,m,03M01C,,,,,,,,,,,,,,,,,4.8,,,,,,
C57BL/6J,m,03M01CW,,,,,,,,,,,,,,,,,3,,,,,,
C57BL/6J,m,03M02C,,,,,,,,,,,,,,,,,6.4,,,,,,
C57BL/6J,m,03M02CW,,,,,,,,,,,,,,,,,3.7,,,,,,
C57BL/6J,m,03M03C,,,,,,,,,,,,,,,,,3.6,,,,,,
C57BL/6J,m,03M03CW,,,,,,,,,,,,,,,,,3.6,,,,,,
C57BL/6J,m,03M04C,,,,,,,,,,,,,,,,,5.6,,,,,,
C57BL/6J,m,03M04CW,,,,,,,,,,,,,,,,,3.5,,,,,,
C57BL/6J,m,03M05C,,,,,,,,,,,,,,,,,4.3,,,,,,
C57BL/6J,m,03M05CW,,,,,,,,,,,,,,,,,3.9,,,,,,
C57BL/6J,m,03M06CW,,,,,,,,,,,,,,,,,3.6,,,,,,
C57BL/6J,m,03M07CW,,,,,,,,,,,,,,,,,2.6,,,,,,
C57BL/6J,m,03M08CW,,,,,,,,,,,,,,,,,3.7,,,,,,
C57BL/6J,m,03M09CW,,,,,,,,,,,,,,,,,3.1,,,,,,
C57BL/6J,m,03M10CW,,,,,,,,,,,,,,,,,3,,,,,,
C57BL/6J,m,03M11CW,,,,,,,,,,,,,,,,,3.4,,,,,,
C57BL/6J,m,03M12CW,,,,,,,,,,,,,,,,,3.3,,,,,,
C57BL/6J,m,03M13CW,,,,,,,,,,,,,,,,,2.2,,,,,,
C57BL/6J,m,03M14CW,,,,,,,,,,,,,,,,,2.8,,,,,,
C57BL/6J,m,03M15CW,,,,,,,,,,,,,,,,,2.3,,,,,,
C57BL/6J,m,0644M01,8.58,9.52,14.3,42.4,44.6,15,33.6,31.3,17.4,2.25,11.7,81,0.9,3,0.5,2.9,,13.3,1250,10.4,305,9.27,22.7
C57BL/6J,m,0664M01,11.4,10.7,16.5,54.3,50.6,15.4,30.4,31.4,15.5,2.05,7,87.9,0.6,2.6,1,0.9,,17.1,585,6.9,253,10.2,23.5
C57BL/6J,m,0664M02,12.7,9.59,15,47.4,49.4,15.7,31.7,32.5,15.9,2.23,7.6,86.3,1,1.4,1.1,2.7,,15.4,1760,6.2,251,10.3,22.4
C57BL/6J,m,0664M03,9.56,8.93,13.6,44.3,49.6,15.3,30.8,32.3,16.7,2.64,7.1,85.7,1.1,2.2,0.9,2.9,,14.3,1610,6.1,,,
C57BL/6J,m,0664M04,8.89,9.48,14.5,46.5,49,15.2,31.1,32.2,16.5,2.46,8.8,84.5,1.2,2.2,1,2.3,,15,1340,6.4,,,
C57BL/6J,m,0664M05,12.2,8.38,12.9,40.5,48.3,15.4,31.8,32.8,17.7,2.89,12,83.8,1.1,1.5,1.6,4.6,,13.3,1780,6.2,102,11,22.7
